income_max,income_min,persons_max,persons_min,subreg_id,total_number_of_households,workers_max,workers_min,year
74999.0,50000.0,-1.0,7,-1.0,50.0,-1.0,4.0,2031.0
99999.0,75000.0,-1.0,7,-1.0,753.0,-1.0,4.0,2031.0
-1.0,100000.0,-1.0,7,-1.0,3556.0,-1.0,4.0,2031.0
49999.0,0.0,1.0,1,-1.0,193131.0,0.0,0.0,2032.0
74999.0,50000.0,1.0,1,-1.0,24040.0,0.0,0.0,2032.0
99999.0,75000.0,1.0,1,-1.0,9488.0,0.0,0.0,2032.0
-1.0,100000.0,1.0,1,-1.0,12987.0,0.0,0.0,2032.0
49999.0,0.0,1.0,1,-1.0,129985.0,1.0,1.0,2032.0
74999.0,50000.0,1.0,1,-1.0,80340.0,1.0,1.0,2032.0
99999.0,75000.0,1.0,1,-1.0,48658.0,1.0,1.0,2032.0
-1.0,100000.0,1.0,1,-1.0,77519.0,1.0,1.0,2032.0
49999.0,0.0,1.0,1,-1.0,0.0,2.0,2.0,2032.0
74999.0,50000.0,1.0,1,-1.0,0.0,2.0,2.0,2032.0
99999.0,75000.0,1.0,1,-1.0,0.0,2.0,2.0,2032.0
-1.0,100000.0,1.0,1,-1.0,0.0,2.0,2.0,2032.0
49999.0,0.0,1.0,1,-1.0,0.0,3.0,3.0,2032.0
74999.0,50000.0,1.0,1,-1.0,0.0,3.0,3.0,2032.0
99999.0,75000.0,1.0,1,-1.0,0.0,3.0,3.0,2032.0
-1.0,100000.0,1.0,1,-1.0,0.0,3.0,3.0,2032.0
49999.0,0.0,1.0,1,-1.0,0.0,-1.0,4.0,2032.0
74999.0,50000.0,1.0,1,-1.0,0.0,-1.0,4.0,2032.0
99999.0,75000.0,1.0,1,-1.0,0.0,-1.0,4.0,2032.0
-1.0,100000.0,1.0,1,-1.0,0.0,-1.0,4.0,2032.0
49999.0,0.0,2.0,2,-1.0,72018.0,0.0,0.0,2032.0
74999.0,50000.0,2.0,2,-1.0,38195.0,0.0,0.0,2032.0
99999.0,75000.0,2.0,2,-1.0,24028.0,0.0,0.0,2032.0
-1.0,100000.0,2.0,2,-1.0,38848.0,0.0,0.0,2032.0
49999.0,0.0,2.0,2,-1.0,53357.0,1.0,1.0,2032.0
74999.0,50000.0,2.0,2,-1.0,42882.0,1.0,1.0,2032.0
99999.0,75000.0,2.0,2,-1.0,33496.0,1.0,1.0,2032.0
-1.0,100000.0,2.0,2,-1.0,96781.0,1.0,1.0,2032.0
49999.0,0.0,2.0,2,-1.0,22049.0,2.0,2.0,2032.0
74999.0,50000.0,2.0,2,-1.0,36580.0,2.0,2.0,2032.0
99999.0,75000.0,2.0,2,-1.0,44359.0,2.0,2.0,2032.0
-1.0,100000.0,2.0,2,-1.0,177426.0,2.0,2.0,2032.0
49999.0,0.0,2.0,2,-1.0,0.0,3.0,3.0,2032.0
74999.0,50000.0,2.0,2,-1.0,0.0,3.0,3.0,2032.0
99999.0,75000.0,2.0,2,-1.0,0.0,3.0,3.0,2032.0
-1.0,100000.0,2.0,2,-1.0,0.0,3.0,3.0,2032.0
49999.0,0.0,2.0,2,-1.0,0.0,-1.0,4.0,2032.0
74999.0,50000.0,2.0,2,-1.0,0.0,-1.0,4.0,2032.0
99999.0,75000.0,2.0,2,-1.0,0.0,-1.0,4.0,2032.0
-1.0,100000.0,2.0,2,-1.0,0.0,-1.0,4.0,2032.0
49999.0,0.0,3.0,3,-1.0,11229.0,0.0,0.0,2032.0
74999.0,50000.0,3.0,3,-1.0,3093.0,0.0,0.0,2032.0
99999.0,75000.0,3.0,3,-1.0,1643.0,0.0,0.0,2032.0
-1.0,100000.0,3.0,3,-1.0,2989.0,0.0,0.0,2032.0
49999.0,0.0,3.0,3,-1.0,24699.0,1.0,1.0,2032.0
74999.0,50000.0,3.0,3,-1.0,19537.0,1.0,1.0,2032.0
99999.0,75000.0,3.0,3,-1.0,12726.0,1.0,1.0,2032.0
-1.0,100000.0,3.0,3,-1.0,38842.0,1.0,1.0,2032.0
49999.0,0.0,3.0,3,-1.0,8488.0,2.0,2.0,2032.0
74999.0,50000.0,3.0,3,-1.0,15140.0,2.0,2.0,2032.0
99999.0,75000.0,3.0,3,-1.0,18595.0,2.0,2.0,2032.0
-1.0,100000.0,3.0,3,-1.0,82382.0,2.0,2.0,2032.0
49999.0,0.0,3.0,3,-1.0,1736.0,3.0,3.0,2032.0
74999.0,50000.0,3.0,3,-1.0,5474.0,3.0,3.0,2032.0
99999.0,75000.0,3.0,3,-1.0,7184.0,3.0,3.0,2032.0
-1.0,100000.0,3.0,3,-1.0,36695.0,3.0,3.0,2032.0
49999.0,0.0,3.0,3,-1.0,0.0,-1.0,4.0,2032.0
74999.0,50000.0,3.0,3,-1.0,0.0,-1.0,4.0,2032.0
99999.0,75000.0,3.0,3,-1.0,0.0,-1.0,4.0,2032.0
-1.0,100000.0,3.0,3,-1.0,0.0,-1.0,4.0,2032.0
49999.0,0.0,4.0,4,-1.0,6382.0,0.0,0.0,2032.0
74999.0,50000.0,4.0,4,-1.0,1287.0,0.0,0.0,2032.0
99999.0,75000.0,4.0,4,-1.0,402.0,0.0,0.0,2032.0
-1.0,100000.0,4.0,4,-1.0,1012.0,0.0,0.0,2032.0
49999.0,0.0,4.0,4,-1.0,18351.0,1.0,1.0,2032.0
74999.0,50000.0,4.0,4,-1.0,13972.0,1.0,1.0,2032.0
99999.0,75000.0,4.0,4,-1.0,10414.0,1.0,1.0,2032.0
-1.0,100000.0,4.0,4,-1.0,33687.0,1.0,1.0,2032.0
49999.0,0.0,4.0,4,-1.0,9009.0,2.0,2.0,2032.0
74999.0,50000.0,4.0,4,-1.0,13529.0,2.0,2.0,2032.0
99999.0,75000.0,4.0,4,-1.0,19790.0,2.0,2.0,2032.0
-1.0,100000.0,4.0,4,-1.0,84297.0,2.0,2.0,2032.0
49999.0,0.0,4.0,4,-1.0,1292.0,3.0,3.0,2032.0
74999.0,50000.0,4.0,4,-1.0,2281.0,3.0,3.0,2032.0
99999.0,75000.0,4.0,4,-1.0,4264.0,3.0,3.0,2032.0
-1.0,100000.0,4.0,4,-1.0,23368.0,3.0,3.0,2032.0
49999.0,0.0,4.0,4,-1.0,11.0,-1.0,4.0,2032.0
74999.0,50000.0,4.0,4,-1.0,27.0,-1.0,4.0,2032.0
99999.0,75000.0,4.0,4,-1.0,199.0,-1.0,4.0,2032.0
-1.0,100000.0,4.0,4,-1.0,1817.0,-1.0,4.0,2032.0
49999.0,0.0,5.0,5,-1.0,3833.0,0.0,0.0,2032.0
74999.0,50000.0,5.0,5,-1.0,869.0,0.0,0.0,2032.0
99999.0,75000.0,5.0,5,-1.0,301.0,0.0,0.0,2032.0
-1.0,100000.0,5.0,5,-1.0,223.0,0.0,0.0,2032.0
49999.0,0.0,5.0,5,-1.0,9675.0,1.0,1.0,2032.0
74999.0,50000.0,5.0,5,-1.0,4273.0,1.0,1.0,2032.0
99999.0,75000.0,5.0,5,-1.0,5952.0,1.0,1.0,2032.0
-1.0,100000.0,5.0,5,-1.0,14111.0,1.0,1.0,2032.0
49999.0,0.0,5.0,5,-1.0,3857.0,2.0,2.0,2032.0
74999.0,50000.0,5.0,5,-1.0,8047.0,2.0,2.0,2032.0
99999.0,75000.0,5.0,5,-1.0,5623.0,2.0,2.0,2032.0
-1.0,100000.0,5.0,5,-1.0,27622.0,2.0,2.0,2032.0
49999.0,0.0,5.0,5,-1.0,725.0,3.0,3.0,2032.0
74999.0,50000.0,5.0,5,-1.0,2195.0,3.0,3.0,2032.0
99999.0,75000.0,5.0,5,-1.0,2809.0,3.0,3.0,2032.0
-1.0,100000.0,5.0,5,-1.0,10698.0,3.0,3.0,2032.0
49999.0,0.0,5.0,5,-1.0,10.0,-1.0,4.0,2032.0
74999.0,50000.0,5.0,5,-1.0,210.0,-1.0,4.0,2032.0
99999.0,75000.0,5.0,5,-1.0,188.0,-1.0,4.0,2032.0
-1.0,100000.0,5.0,5,-1.0,1266.0,-1.0,4.0,2032.0
49999.0,0.0,6.0,6,-1.0,1232.0,0.0,0.0,2032.0
74999.0,50000.0,6.0,6,-1.0,373.0,0.0,0.0,2032.0
99999.0,75000.0,6.0,6,-1.0,42.0,0.0,0.0,2032.0
-1.0,100000.0,6.0,6,-1.0,232.0,0.0,0.0,2032.0
49999.0,0.0,6.0,6,-1.0,3387.0,1.0,1.0,2032.0
74999.0,50000.0,6.0,6,-1.0,2372.0,1.0,1.0,2032.0
99999.0,75000.0,6.0,6,-1.0,1785.0,1.0,1.0,2032.0
-1.0,100000.0,6.0,6,-1.0,4303.0,1.0,1.0,2032.0
49999.0,0.0,6.0,6,-1.0,1985.0,2.0,2.0,2032.0
74999.0,50000.0,6.0,6,-1.0,2466.0,2.0,2.0,2032.0
99999.0,75000.0,6.0,6,-1.0,2993.0,2.0,2.0,2032.0
-1.0,100000.0,6.0,6,-1.0,9476.0,2.0,2.0,2032.0
49999.0,0.0,6.0,6,-1.0,311.0,3.0,3.0,2032.0
74999.0,50000.0,6.0,6,-1.0,561.0,3.0,3.0,2032.0
99999.0,75000.0,6.0,6,-1.0,1896.0,3.0,3.0,2032.0
-1.0,100000.0,6.0,6,-1.0,5772.0,3.0,3.0,2032.0
49999.0,0.0,6.0,6,-1.0,8.0,-1.0,4.0,2032.0
74999.0,50000.0,6.0,6,-1.0,148.0,-1.0,4.0,2032.0
99999.0,75000.0,6.0,6,-1.0,121.0,-1.0,4.0,2032.0
-1.0,100000.0,6.0,6,-1.0,1263.0,-1.0,4.0,2032.0
49999.0,0.0,-1.0,7,-1.0,272.0,0.0,0.0,2032.0
74999.0,50000.0,-1.0,7,-1.0,13.0,0.0,0.0,2032.0
99999.0,75000.0,-1.0,7,-1.0,7.0,0.0,0.0,2032.0
-1.0,100000.0,-1.0,7,-1.0,38.0,0.0,0.0,2032.0
49999.0,0.0,-1.0,7,-1.0,2101.0,1.0,1.0,2032.0
74999.0,50000.0,-1.0,7,-1.0,968.0,1.0,1.0,2032.0
99999.0,75000.0,-1.0,7,-1.0,1080.0,1.0,1.0,2032.0
-1.0,100000.0,-1.0,7,-1.0,1388.0,1.0,1.0,2032.0
49999.0,0.0,-1.0,7,-1.0,5051.0,2.0,2.0,2032.0
74999.0,50000.0,-1.0,7,-1.0,2510.0,2.0,2.0,2032.0
99999.0,75000.0,-1.0,7,-1.0,758.0,2.0,2.0,2032.0
-1.0,100000.0,-1.0,7,-1.0,3487.0,2.0,2.0,2032.0
49999.0,0.0,-1.0,7,-1.0,580.0,3.0,3.0,2032.0
74999.0,50000.0,-1.0,7,-1.0,820.0,3.0,3.0,2032.0
99999.0,75000.0,-1.0,7,-1.0,1163.0,3.0,3.0,2032.0
-1.0,100000.0,-1.0,7,-1.0,3552.0,3.0,3.0,2032.0
49999.0,0.0,-1.0,7,-1.0,152.0,-1.0,4.0,2032.0
74999.0,50000.0,-1.0,7,-1.0,50.0,-1.0,4.0,2032.0
99999.0,75000.0,-1.0,7,-1.0,757.0,-1.0,4.0,2032.0
-1.0,100000.0,-1.0,7,-1.0,3576.0,-1.0,4.0,2032.0
49999.0,0.0,1.0,1,-1.0,196366.0,0.0,0.0,2033.0
74999.0,50000.0,1.0,1,-1.0,24443.0,0.0,0.0,2033.0
99999.0,75000.0,1.0,1,-1.0,9647.0,0.0,0.0,2033.0
-1.0,100000.0,1.0,1,-1.0,13204.0,0.0,0.0,2033.0
49999.0,0.0,1.0,1,-1.0,132162.0,1.0,1.0,2033.0
74999.0,50000.0,1.0,1,-1.0,81685.0,1.0,1.0,2033.0
99999.0,75000.0,1.0,1,-1.0,49473.0,1.0,1.0,2033.0
-1.0,100000.0,1.0,1,-1.0,78817.0,1.0,1.0,2033.0
49999.0,0.0,1.0,1,-1.0,0.0,2.0,2.0,2033.0
74999.0,50000.0,1.0,1,-1.0,0.0,2.0,2.0,2033.0
99999.0,75000.0,1.0,1,-1.0,0.0,2.0,2.0,2033.0
-1.0,100000.0,1.0,1,-1.0,0.0,2.0,2.0,2033.0
49999.0,0.0,1.0,1,-1.0,0.0,3.0,3.0,2033.0
74999.0,50000.0,1.0,1,-1.0,0.0,3.0,3.0,2033.0
99999.0,75000.0,1.0,1,-1.0,0.0,3.0,3.0,2033.0
-1.0,100000.0,1.0,1,-1.0,0.0,3.0,3.0,2033.0
49999.0,0.0,1.0,1,-1.0,0.0,-1.0,4.0,2033.0
74999.0,50000.0,1.0,1,-1.0,0.0,-1.0,4.0,2033.0
99999.0,75000.0,1.0,1,-1.0,0.0,-1.0,4.0,2033.0
-1.0,100000.0,1.0,1,-1.0,0.0,-1.0,4.0,2033.0
49999.0,0.0,2.0,2,-1.0,73224.0,0.0,0.0,2033.0
74999.0,50000.0,2.0,2,-1.0,38835.0,0.0,0.0,2033.0
99999.0,75000.0,2.0,2,-1.0,24430.0,0.0,0.0,2033.0
-1.0,100000.0,2.0,2,-1.0,39499.0,0.0,0.0,2033.0
49999.0,0.0,2.0,2,-1.0,54251.0,1.0,1.0,2033.0
74999.0,50000.0,2.0,2,-1.0,43600.0,1.0,1.0,2033.0
99999.0,75000.0,2.0,2,-1.0,34057.0,1.0,1.0,2033.0
-1.0,100000.0,2.0,2,-1.0,98402.0,1.0,1.0,2033.0
49999.0,0.0,2.0,2,-1.0,22418.0,2.0,2.0,2033.0
74999.0,50000.0,2.0,2,-1.0,37192.0,2.0,2.0,2033.0
99999.0,75000.0,2.0,2,-1.0,45102.0,2.0,2.0,2033.0
-1.0,100000.0,2.0,2,-1.0,180398.0,2.0,2.0,2033.0
49999.0,0.0,2.0,2,-1.0,0.0,3.0,3.0,2033.0
74999.0,50000.0,2.0,2,-1.0,0.0,3.0,3.0,2033.0
99999.0,75000.0,2.0,2,-1.0,0.0,3.0,3.0,2033.0
-1.0,100000.0,2.0,2,-1.0,0.0,3.0,3.0,2033.0
49999.0,0.0,2.0,2,-1.0,0.0,-1.0,4.0,2033.0
74999.0,50000.0,2.0,2,-1.0,0.0,-1.0,4.0,2033.0
99999.0,75000.0,2.0,2,-1.0,0.0,-1.0,4.0,2033.0
-1.0,100000.0,2.0,2,-1.0,0.0,-1.0,4.0,2033.0
49999.0,0.0,3.0,3,-1.0,11298.0,0.0,0.0,2033.0
74999.0,50000.0,3.0,3,-1.0,3111.0,0.0,0.0,2033.0
99999.0,75000.0,3.0,3,-1.0,1653.0,0.0,0.0,2033.0
-1.0,100000.0,3.0,3,-1.0,3007.0,0.0,0.0,2033.0
49999.0,0.0,3.0,3,-1.0,24850.0,1.0,1.0,2033.0
74999.0,50000.0,3.0,3,-1.0,19656.0,1.0,1.0,2033.0
99999.0,75000.0,3.0,3,-1.0,12804.0,1.0,1.0,2033.0
-1.0,100000.0,3.0,3,-1.0,39078.0,1.0,1.0,2033.0
49999.0,0.0,3.0,3,-1.0,8540.0,2.0,2.0,2033.0
74999.0,50000.0,3.0,3,-1.0,15232.0,2.0,2.0,2033.0
99999.0,75000.0,3.0,3,-1.0,18708.0,2.0,2.0,2033.0
-1.0,100000.0,3.0,3,-1.0,82883.0,2.0,2.0,2033.0
49999.0,0.0,3.0,3,-1.0,1746.0,3.0,3.0,2033.0
74999.0,50000.0,3.0,3,-1.0,5507.0,3.0,3.0,2033.0
99999.0,75000.0,3.0,3,-1.0,7228.0,3.0,3.0,2033.0
-1.0,100000.0,3.0,3,-1.0,36918.0,3.0,3.0,2033.0
49999.0,0.0,3.0,3,-1.0,0.0,-1.0,4.0,2033.0
74999.0,50000.0,3.0,3,-1.0,0.0,-1.0,4.0,2033.0
99999.0,75000.0,3.0,3,-1.0,0.0,-1.0,4.0,2033.0
-1.0,100000.0,3.0,3,-1.0,0.0,-1.0,4.0,2033.0
49999.0,0.0,4.0,4,-1.0,6420.0,0.0,0.0,2033.0
74999.0,50000.0,4.0,4,-1.0,1295.0,0.0,0.0,2033.0
99999.0,75000.0,4.0,4,-1.0,404.0,0.0,0.0,2033.0
-1.0,100000.0,4.0,4,-1.0,1018.0,0.0,0.0,2033.0
49999.0,0.0,4.0,4,-1.0,18463.0,1.0,1.0,2033.0
74999.0,50000.0,4.0,4,-1.0,14057.0,1.0,1.0,2033.0
99999.0,75000.0,4.0,4,-1.0,10477.0,1.0,1.0,2033.0
-1.0,100000.0,4.0,4,-1.0,33892.0,1.0,1.0,2033.0
49999.0,0.0,4.0,4,-1.0,9064.0,2.0,2.0,2033.0
74999.0,50000.0,4.0,4,-1.0,13612.0,2.0,2.0,2033.0
99999.0,75000.0,4.0,4,-1.0,19910.0,2.0,2.0,2033.0
-1.0,100000.0,4.0,4,-1.0,84810.0,2.0,2.0,2033.0
49999.0,0.0,4.0,4,-1.0,1299.0,3.0,3.0,2033.0
74999.0,50000.0,4.0,4,-1.0,2294.0,3.0,3.0,2033.0
99999.0,75000.0,4.0,4,-1.0,4290.0,3.0,3.0,2033.0
-1.0,100000.0,4.0,4,-1.0,23510.0,3.0,3.0,2033.0
49999.0,0.0,4.0,4,-1.0,11.0,-1.0,4.0,2033.0
74999.0,50000.0,4.0,4,-1.0,28.0,-1.0,4.0,2033.0
99999.0,75000.0,4.0,4,-1.0,200.0,-1.0,4.0,2033.0
-1.0,100000.0,4.0,4,-1.0,1828.0,-1.0,4.0,2033.0
49999.0,0.0,5.0,5,-1.0,3856.0,0.0,0.0,2033.0
74999.0,50000.0,5.0,5,-1.0,874.0,0.0,0.0,2033.0
99999.0,75000.0,5.0,5,-1.0,303.0,0.0,0.0,2033.0
-1.0,100000.0,5.0,5,-1.0,224.0,0.0,0.0,2033.0
49999.0,0.0,5.0,5,-1.0,9734.0,1.0,1.0,2033.0
74999.0,50000.0,5.0,5,-1.0,4299.0,1.0,1.0,2033.0
99999.0,75000.0,5.0,5,-1.0,5988.0,1.0,1.0,2033.0
-1.0,100000.0,5.0,5,-1.0,14196.0,1.0,1.0,2033.0
49999.0,0.0,5.0,5,-1.0,3880.0,2.0,2.0,2033.0
74999.0,50000.0,5.0,5,-1.0,8096.0,2.0,2.0,2033.0
99999.0,75000.0,5.0,5,-1.0,5657.0,2.0,2.0,2033.0
-1.0,100000.0,5.0,5,-1.0,27790.0,2.0,2.0,2033.0
49999.0,0.0,5.0,5,-1.0,730.0,3.0,3.0,2033.0
74999.0,50000.0,5.0,5,-1.0,2208.0,3.0,3.0,2033.0
99999.0,75000.0,5.0,5,-1.0,2826.0,3.0,3.0,2033.0
-1.0,100000.0,5.0,5,-1.0,10763.0,3.0,3.0,2033.0
49999.0,0.0,5.0,5,-1.0,10.0,-1.0,4.0,2033.0
74999.0,50000.0,5.0,5,-1.0,211.0,-1.0,4.0,2033.0
99999.0,75000.0,5.0,5,-1.0,190.0,-1.0,4.0,2033.0
-1.0,100000.0,5.0,5,-1.0,1274.0,-1.0,4.0,2033.0
49999.0,0.0,6.0,6,-1.0,1240.0,0.0,0.0,2033.0
74999.0,50000.0,6.0,6,-1.0,376.0,0.0,0.0,2033.0
99999.0,75000.0,6.0,6,-1.0,43.0,0.0,0.0,2033.0
-1.0,100000.0,6.0,6,-1.0,233.0,0.0,0.0,2033.0
49999.0,0.0,6.0,6,-1.0,3408.0,1.0,1.0,2033.0
74999.0,50000.0,6.0,6,-1.0,2386.0,1.0,1.0,2033.0
99999.0,75000.0,6.0,6,-1.0,1796.0,1.0,1.0,2033.0
-1.0,100000.0,6.0,6,-1.0,4329.0,1.0,1.0,2033.0
49999.0,0.0,6.0,6,-1.0,1997.0,2.0,2.0,2033.0
74999.0,50000.0,6.0,6,-1.0,2481.0,2.0,2.0,2033.0
99999.0,75000.0,6.0,6,-1.0,3011.0,2.0,2.0,2033.0
-1.0,100000.0,6.0,6,-1.0,9534.0,2.0,2.0,2033.0
49999.0,0.0,6.0,6,-1.0,313.0,3.0,3.0,2033.0
74999.0,50000.0,6.0,6,-1.0,564.0,3.0,3.0,2033.0
99999.0,75000.0,6.0,6,-1.0,1907.0,3.0,3.0,2033.0
-1.0,100000.0,6.0,6,-1.0,5807.0,3.0,3.0,2033.0
49999.0,0.0,6.0,6,-1.0,8.0,-1.0,4.0,2033.0
74999.0,50000.0,6.0,6,-1.0,149.0,-1.0,4.0,2033.0
99999.0,75000.0,6.0,6,-1.0,122.0,-1.0,4.0,2033.0
-1.0,100000.0,6.0,6,-1.0,1271.0,-1.0,4.0,2033.0
49999.0,0.0,-1.0,7,-1.0,273.0,0.0,0.0,2033.0
74999.0,50000.0,-1.0,7,-1.0,13.0,0.0,0.0,2033.0
99999.0,75000.0,-1.0,7,-1.0,7.0,0.0,0.0,2033.0
-1.0,100000.0,-1.0,7,-1.0,38.0,0.0,0.0,2033.0
49999.0,0.0,-1.0,7,-1.0,2114.0,1.0,1.0,2033.0
74999.0,50000.0,-1.0,7,-1.0,974.0,1.0,1.0,2033.0
99999.0,75000.0,-1.0,7,-1.0,1087.0,1.0,1.0,2033.0
-1.0,100000.0,-1.0,7,-1.0,1396.0,1.0,1.0,2033.0
49999.0,0.0,-1.0,7,-1.0,5082.0,2.0,2.0,2033.0
74999.0,50000.0,-1.0,7,-1.0,2525.0,2.0,2.0,2033.0
99999.0,75000.0,-1.0,7,-1.0,763.0,2.0,2.0,2033.0
-1.0,100000.0,-1.0,7,-1.0,3508.0,2.0,2.0,2033.0
49999.0,0.0,-1.0,7,-1.0,584.0,3.0,3.0,2033.0
74999.0,50000.0,-1.0,7,-1.0,825.0,3.0,3.0,2033.0
99999.0,75000.0,-1.0,7,-1.0,1170.0,3.0,3.0,2033.0
-1.0,100000.0,-1.0,7,-1.0,3573.0,3.0,3.0,2033.0
49999.0,0.0,-1.0,7,-1.0,153.0,-1.0,4.0,2033.0
74999.0,50000.0,-1.0,7,-1.0,51.0,-1.0,4.0,2033.0
99999.0,75000.0,-1.0,7,-1.0,762.0,-1.0,4.0,2033.0
-1.0,100000.0,-1.0,7,-1.0,3597.0,-1.0,4.0,2033.0
49999.0,0.0,1.0,1,-1.0,199606.0,0.0,0.0,2034.0
74999.0,50000.0,1.0,1,-1.0,24846.0,0.0,0.0,2034.0
99999.0,75000.0,1.0,1,-1.0,9806.0,0.0,0.0,2034.0
-1.0,100000.0,1.0,1,-1.0,13422.0,0.0,0.0,2034.0
49999.0,0.0,1.0,1,-1.0,134343.0,1.0,1.0,2034.0
74999.0,50000.0,1.0,1,-1.0,83033.0,1.0,1.0,2034.0
99999.0,75000.0,1.0,1,-1.0,50289.0,1.0,1.0,2034.0
-1.0,100000.0,1.0,1,-1.0,80118.0,1.0,1.0,2034.0
49999.0,0.0,1.0,1,-1.0,0.0,2.0,2.0,2034.0
74999.0,50000.0,1.0,1,-1.0,0.0,2.0,2.0,2034.0
99999.0,75000.0,1.0,1,-1.0,0.0,2.0,2.0,2034.0
-1.0,100000.0,1.0,1,-1.0,0.0,2.0,2.0,2034.0
49999.0,0.0,1.0,1,-1.0,0.0,3.0,3.0,2034.0
74999.0,50000.0,1.0,1,-1.0,0.0,3.0,3.0,2034.0
99999.0,75000.0,1.0,1,-1.0,0.0,3.0,3.0,2034.0
-1.0,100000.0,1.0,1,-1.0,0.0,3.0,3.0,2034.0
49999.0,0.0,1.0,1,-1.0,0.0,-1.0,4.0,2034.0
74999.0,50000.0,1.0,1,-1.0,0.0,-1.0,4.0,2034.0
99999.0,75000.0,1.0,1,-1.0,0.0,-1.0,4.0,2034.0
-1.0,100000.0,1.0,1,-1.0,0.0,-1.0,4.0,2034.0
49999.0,0.0,2.0,2,-1.0,74432.0,0.0,0.0,2034.0
74999.0,50000.0,2.0,2,-1.0,39476.0,0.0,0.0,2034.0
99999.0,75000.0,2.0,2,-1.0,24833.0,0.0,0.0,2034.0
-1.0,100000.0,2.0,2,-1.0,40150.0,0.0,0.0,2034.0
49999.0,0.0,2.0,2,-1.0,55146.0,1.0,1.0,2034.0
74999.0,50000.0,2.0,2,-1.0,44320.0,1.0,1.0,2034.0
99999.0,75000.0,2.0,2,-1.0,34619.0,1.0,1.0,2034.0
-1.0,100000.0,2.0,2,-1.0,100025.0,1.0,1.0,2034.0
49999.0,0.0,2.0,2,-1.0,22788.0,2.0,2.0,2034.0
74999.0,50000.0,2.0,2,-1.0,37806.0,2.0,2.0,2034.0
99999.0,75000.0,2.0,2,-1.0,45846.0,2.0,2.0,2034.0
-1.0,100000.0,2.0,2,-1.0,183375.0,2.0,2.0,2034.0
49999.0,0.0,2.0,2,-1.0,0.0,3.0,3.0,2034.0
74999.0,50000.0,2.0,2,-1.0,0.0,3.0,3.0,2034.0
99999.0,75000.0,2.0,2,-1.0,0.0,3.0,3.0,2034.0
-1.0,100000.0,2.0,2,-1.0,0.0,3.0,3.0,2034.0
49999.0,0.0,2.0,2,-1.0,0.0,-1.0,4.0,2034.0
74999.0,50000.0,2.0,2,-1.0,0.0,-1.0,4.0,2034.0
99999.0,75000.0,2.0,2,-1.0,0.0,-1.0,4.0,2034.0
-1.0,100000.0,2.0,2,-1.0,0.0,-1.0,4.0,2034.0
49999.0,0.0,3.0,3,-1.0,11370.0,0.0,0.0,2034.0
74999.0,50000.0,3.0,3,-1.0,3131.0,0.0,0.0,2034.0
99999.0,75000.0,3.0,3,-1.0,1664.0,0.0,0.0,2034.0
-1.0,100000.0,3.0,3,-1.0,3026.0,0.0,0.0,2034.0
49999.0,0.0,3.0,3,-1.0,25008.0,1.0,1.0,2034.0
74999.0,50000.0,3.0,3,-1.0,19782.0,1.0,1.0,2034.0
99999.0,75000.0,3.0,3,-1.0,12886.0,1.0,1.0,2034.0
-1.0,100000.0,3.0,3,-1.0,39328.0,1.0,1.0,2034.0
49999.0,0.0,3.0,3,-1.0,8595.0,2.0,2.0,2034.0
74999.0,50000.0,3.0,3,-1.0,15329.0,2.0,2.0,2034.0
99999.0,75000.0,3.0,3,-1.0,18828.0,2.0,2.0,2034.0
-1.0,100000.0,3.0,3,-1.0,83412.0,2.0,2.0,2034.0
49999.0,0.0,3.0,3,-1.0,1758.0,3.0,3.0,2034.0
74999.0,50000.0,3.0,3,-1.0,5542.0,3.0,3.0,2034.0
99999.0,75000.0,3.0,3,-1.0,7274.0,3.0,3.0,2034.0
-1.0,100000.0,3.0,3,-1.0,37154.0,3.0,3.0,2034.0
49999.0,0.0,3.0,3,-1.0,0.0,-1.0,4.0,2034.0
74999.0,50000.0,3.0,3,-1.0,0.0,-1.0,4.0,2034.0
99999.0,75000.0,3.0,3,-1.0,0.0,-1.0,4.0,2034.0
-1.0,100000.0,3.0,3,-1.0,0.0,-1.0,4.0,2034.0
49999.0,0.0,4.0,4,-1.0,6461.0,0.0,0.0,2034.0
74999.0,50000.0,4.0,4,-1.0,1303.0,0.0,0.0,2034.0
99999.0,75000.0,4.0,4,-1.0,407.0,0.0,0.0,2034.0
-1.0,100000.0,4.0,4,-1.0,1024.0,0.0,0.0,2034.0
49999.0,0.0,4.0,4,-1.0,18580.0,1.0,1.0,2034.0
74999.0,50000.0,4.0,4,-1.0,14147.0,1.0,1.0,2034.0
99999.0,75000.0,4.0,4,-1.0,10544.0,1.0,1.0,2034.0
-1.0,100000.0,4.0,4,-1.0,34108.0,1.0,1.0,2034.0
49999.0,0.0,4.0,4,-1.0,9122.0,2.0,2.0,2034.0
74999.0,50000.0,4.0,4,-1.0,13699.0,2.0,2.0,2034.0
99999.0,75000.0,4.0,4,-1.0,20037.0,2.0,2.0,2034.0
-1.0,100000.0,4.0,4,-1.0,85351.0,2.0,2.0,2034.0
49999.0,0.0,4.0,4,-1.0,1308.0,3.0,3.0,2034.0
74999.0,50000.0,4.0,4,-1.0,2309.0,3.0,3.0,2034.0
99999.0,75000.0,4.0,4,-1.0,4318.0,3.0,3.0,2034.0
-1.0,100000.0,4.0,4,-1.0,23660.0,3.0,3.0,2034.0
49999.0,0.0,4.0,4,-1.0,12.0,-1.0,4.0,2034.0
