income_max,income_min,persons_max,persons_min,subreg_id,total_number_of_households,workers_max,workers_min,year
-1.0,100000.0,3.0,3,-1.0,0.0,-1.0,4.0,2018.0
49999.0,0.0,4.0,4,-1.0,5588.0,0.0,0.0,2018.0
74999.0,50000.0,4.0,4,-1.0,1127.0,0.0,0.0,2018.0
99999.0,75000.0,4.0,4,-1.0,352.0,0.0,0.0,2018.0
-1.0,100000.0,4.0,4,-1.0,886.0,0.0,0.0,2018.0
49999.0,0.0,4.0,4,-1.0,16069.0,1.0,1.0,2018.0
74999.0,50000.0,4.0,4,-1.0,12235.0,1.0,1.0,2018.0
99999.0,75000.0,4.0,4,-1.0,9119.0,1.0,1.0,2018.0
-1.0,100000.0,4.0,4,-1.0,29498.0,1.0,1.0,2018.0
49999.0,0.0,4.0,4,-1.0,7889.0,2.0,2.0,2018.0
74999.0,50000.0,4.0,4,-1.0,11847.0,2.0,2.0,2018.0
99999.0,75000.0,4.0,4,-1.0,17329.0,2.0,2.0,2018.0
-1.0,100000.0,4.0,4,-1.0,73815.0,2.0,2.0,2018.0
49999.0,0.0,4.0,4,-1.0,1131.0,3.0,3.0,2018.0
74999.0,50000.0,4.0,4,-1.0,1997.0,3.0,3.0,2018.0
99999.0,75000.0,4.0,4,-1.0,3734.0,3.0,3.0,2018.0
-1.0,100000.0,4.0,4,-1.0,20462.0,3.0,3.0,2018.0
49999.0,0.0,4.0,4,-1.0,10.0,-1.0,4.0,2018.0
74999.0,50000.0,4.0,4,-1.0,24.0,-1.0,4.0,2018.0
99999.0,75000.0,4.0,4,-1.0,174.0,-1.0,4.0,2018.0
-1.0,100000.0,4.0,4,-1.0,1591.0,-1.0,4.0,2018.0
49999.0,0.0,5.0,5,-1.0,3356.0,0.0,0.0,2018.0
74999.0,50000.0,5.0,5,-1.0,761.0,0.0,0.0,2018.0
99999.0,75000.0,5.0,5,-1.0,264.0,0.0,0.0,2018.0
-1.0,100000.0,5.0,5,-1.0,195.0,0.0,0.0,2018.0
49999.0,0.0,5.0,5,-1.0,8472.0,1.0,1.0,2018.0
74999.0,50000.0,5.0,5,-1.0,3742.0,1.0,1.0,2018.0
99999.0,75000.0,5.0,5,-1.0,5212.0,1.0,1.0,2018.0
-1.0,100000.0,5.0,5,-1.0,12356.0,1.0,1.0,2018.0
49999.0,0.0,5.0,5,-1.0,3377.0,2.0,2.0,2018.0
74999.0,50000.0,5.0,5,-1.0,7046.0,2.0,2.0,2018.0
99999.0,75000.0,5.0,5,-1.0,4924.0,2.0,2.0,2018.0
-1.0,100000.0,5.0,5,-1.0,24187.0,2.0,2.0,2018.0
49999.0,0.0,5.0,5,-1.0,635.0,3.0,3.0,2018.0
74999.0,50000.0,5.0,5,-1.0,1922.0,3.0,3.0,2018.0
99999.0,75000.0,5.0,5,-1.0,2460.0,3.0,3.0,2018.0
-1.0,100000.0,5.0,5,-1.0,9368.0,3.0,3.0,2018.0
49999.0,0.0,5.0,5,-1.0,9.0,-1.0,4.0,2018.0
74999.0,50000.0,5.0,5,-1.0,184.0,-1.0,4.0,2018.0
99999.0,75000.0,5.0,5,-1.0,165.0,-1.0,4.0,2018.0
-1.0,100000.0,5.0,5,-1.0,1109.0,-1.0,4.0,2018.0
49999.0,0.0,6.0,6,-1.0,1079.0,0.0,0.0,2018.0
74999.0,50000.0,6.0,6,-1.0,327.0,0.0,0.0,2018.0
99999.0,75000.0,6.0,6,-1.0,37.0,0.0,0.0,2018.0
-1.0,100000.0,6.0,6,-1.0,203.0,0.0,0.0,2018.0
49999.0,0.0,6.0,6,-1.0,2966.0,1.0,1.0,2018.0
74999.0,50000.0,6.0,6,-1.0,2077.0,1.0,1.0,2018.0
99999.0,75000.0,6.0,6,-1.0,1563.0,1.0,1.0,2018.0
-1.0,100000.0,6.0,6,-1.0,3768.0,1.0,1.0,2018.0
49999.0,0.0,6.0,6,-1.0,1738.0,2.0,2.0,2018.0
74999.0,50000.0,6.0,6,-1.0,2159.0,2.0,2.0,2018.0
99999.0,75000.0,6.0,6,-1.0,2621.0,2.0,2.0,2018.0
-1.0,100000.0,6.0,6,-1.0,8298.0,2.0,2.0,2018.0
49999.0,0.0,6.0,6,-1.0,272.0,3.0,3.0,2018.0
74999.0,50000.0,6.0,6,-1.0,491.0,3.0,3.0,2018.0
99999.0,75000.0,6.0,6,-1.0,1660.0,3.0,3.0,2018.0
-1.0,100000.0,6.0,6,-1.0,5054.0,3.0,3.0,2018.0
49999.0,0.0,6.0,6,-1.0,7.0,-1.0,4.0,2018.0
74999.0,50000.0,6.0,6,-1.0,130.0,-1.0,4.0,2018.0
99999.0,75000.0,6.0,6,-1.0,106.0,-1.0,4.0,2018.0
-1.0,100000.0,6.0,6,-1.0,1106.0,-1.0,4.0,2018.0
49999.0,0.0,-1.0,7,-1.0,238.0,0.0,0.0,2018.0
74999.0,50000.0,-1.0,7,-1.0,11.0,0.0,0.0,2018.0
99999.0,75000.0,-1.0,7,-1.0,6.0,0.0,0.0,2018.0
-1.0,100000.0,-1.0,7,-1.0,33.0,0.0,0.0,2018.0
49999.0,0.0,-1.0,7,-1.0,1840.0,1.0,1.0,2018.0
74999.0,50000.0,-1.0,7,-1.0,848.0,1.0,1.0,2018.0
99999.0,75000.0,-1.0,7,-1.0,946.0,1.0,1.0,2018.0
-1.0,100000.0,-1.0,7,-1.0,1215.0,1.0,1.0,2018.0
49999.0,0.0,-1.0,7,-1.0,4423.0,2.0,2.0,2018.0
74999.0,50000.0,-1.0,7,-1.0,2198.0,2.0,2.0,2018.0
99999.0,75000.0,-1.0,7,-1.0,664.0,2.0,2.0,2018.0
-1.0,100000.0,-1.0,7,-1.0,3053.0,2.0,2.0,2018.0
49999.0,0.0,-1.0,7,-1.0,508.0,3.0,3.0,2018.0
74999.0,50000.0,-1.0,7,-1.0,718.0,3.0,3.0,2018.0
99999.0,75000.0,-1.0,7,-1.0,1018.0,3.0,3.0,2018.0
-1.0,100000.0,-1.0,7,-1.0,3110.0,3.0,3.0,2018.0
49999.0,0.0,-1.0,7,-1.0,133.0,-1.0,4.0,2018.0
74999.0,50000.0,-1.0,7,-1.0,44.0,-1.0,4.0,2018.0
99999.0,75000.0,-1.0,7,-1.0,663.0,-1.0,4.0,2018.0
-1.0,100000.0,-1.0,7,-1.0,3131.0,-1.0,4.0,2018.0
49999.0,0.0,1.0,1,-1.0,156073.0,0.0,0.0,2019.0
74999.0,50000.0,1.0,1,-1.0,19428.0,0.0,0.0,2019.0
99999.0,75000.0,1.0,1,-1.0,7667.0,0.0,0.0,2019.0
-1.0,100000.0,1.0,1,-1.0,10495.0,0.0,0.0,2019.0
49999.0,0.0,1.0,1,-1.0,105044.0,1.0,1.0,2019.0
74999.0,50000.0,1.0,1,-1.0,64924.0,1.0,1.0,2019.0
99999.0,75000.0,1.0,1,-1.0,39322.0,1.0,1.0,2019.0
-1.0,100000.0,1.0,1,-1.0,62644.0,1.0,1.0,2019.0
49999.0,0.0,1.0,1,-1.0,0.0,2.0,2.0,2019.0
74999.0,50000.0,1.0,1,-1.0,0.0,2.0,2.0,2019.0
99999.0,75000.0,1.0,1,-1.0,0.0,2.0,2.0,2019.0
-1.0,100000.0,1.0,1,-1.0,0.0,2.0,2.0,2019.0
49999.0,0.0,1.0,1,-1.0,0.0,3.0,3.0,2019.0
74999.0,50000.0,1.0,1,-1.0,0.0,3.0,3.0,2019.0
99999.0,75000.0,1.0,1,-1.0,0.0,3.0,3.0,2019.0
-1.0,100000.0,1.0,1,-1.0,0.0,3.0,3.0,2019.0
49999.0,0.0,1.0,1,-1.0,0.0,-1.0,4.0,2019.0
74999.0,50000.0,1.0,1,-1.0,0.0,-1.0,4.0,2019.0
99999.0,75000.0,1.0,1,-1.0,0.0,-1.0,4.0,2019.0
-1.0,100000.0,1.0,1,-1.0,0.0,-1.0,4.0,2019.0
49999.0,0.0,2.0,2,-1.0,58199.0,0.0,0.0,2019.0
74999.0,50000.0,2.0,2,-1.0,30867.0,0.0,0.0,2019.0
99999.0,75000.0,2.0,2,-1.0,19417.0,0.0,0.0,2019.0
-1.0,100000.0,2.0,2,-1.0,31394.0,0.0,0.0,2019.0
49999.0,0.0,2.0,2,-1.0,43119.0,1.0,1.0,2019.0
74999.0,50000.0,2.0,2,-1.0,34654.0,1.0,1.0,2019.0
99999.0,75000.0,2.0,2,-1.0,27069.0,1.0,1.0,2019.0
-1.0,100000.0,2.0,2,-1.0,78211.0,1.0,1.0,2019.0
49999.0,0.0,2.0,2,-1.0,17818.0,2.0,2.0,2019.0
74999.0,50000.0,2.0,2,-1.0,29561.0,2.0,2.0,2019.0
99999.0,75000.0,2.0,2,-1.0,35847.0,2.0,2.0,2019.0
-1.0,100000.0,2.0,2,-1.0,143382.0,2.0,2.0,2019.0
49999.0,0.0,2.0,2,-1.0,0.0,3.0,3.0,2019.0
74999.0,50000.0,2.0,2,-1.0,0.0,3.0,3.0,2019.0
99999.0,75000.0,2.0,2,-1.0,0.0,3.0,3.0,2019.0
-1.0,100000.0,2.0,2,-1.0,0.0,3.0,3.0,2019.0
49999.0,0.0,2.0,2,-1.0,0.0,-1.0,4.0,2019.0
74999.0,50000.0,2.0,2,-1.0,0.0,-1.0,4.0,2019.0
99999.0,75000.0,2.0,2,-1.0,0.0,-1.0,4.0,2019.0
-1.0,100000.0,2.0,2,-1.0,0.0,-1.0,4.0,2019.0
49999.0,0.0,3.0,3,-1.0,9829.0,0.0,0.0,2019.0
74999.0,50000.0,3.0,3,-1.0,2707.0,0.0,0.0,2019.0
99999.0,75000.0,3.0,3,-1.0,1438.0,0.0,0.0,2019.0
-1.0,100000.0,3.0,3,-1.0,2616.0,0.0,0.0,2019.0
49999.0,0.0,3.0,3,-1.0,21620.0,1.0,1.0,2019.0
74999.0,50000.0,3.0,3,-1.0,17102.0,1.0,1.0,2019.0
99999.0,75000.0,3.0,3,-1.0,11140.0,1.0,1.0,2019.0
-1.0,100000.0,3.0,3,-1.0,33999.0,1.0,1.0,2019.0
49999.0,0.0,3.0,3,-1.0,7430.0,2.0,2.0,2019.0
74999.0,50000.0,3.0,3,-1.0,13252.0,2.0,2.0,2019.0
99999.0,75000.0,3.0,3,-1.0,16277.0,2.0,2.0,2019.0
-1.0,100000.0,3.0,3,-1.0,72111.0,2.0,2.0,2019.0
49999.0,0.0,3.0,3,-1.0,1519.0,3.0,3.0,2019.0
74999.0,50000.0,3.0,3,-1.0,4791.0,3.0,3.0,2019.0
99999.0,75000.0,3.0,3,-1.0,6289.0,3.0,3.0,2019.0
-1.0,100000.0,3.0,3,-1.0,32120.0,3.0,3.0,2019.0
49999.0,0.0,3.0,3,-1.0,0.0,-1.0,4.0,2019.0
74999.0,50000.0,3.0,3,-1.0,0.0,-1.0,4.0,2019.0
99999.0,75000.0,3.0,3,-1.0,0.0,-1.0,4.0,2019.0
-1.0,100000.0,3.0,3,-1.0,0.0,-1.0,4.0,2019.0
49999.0,0.0,4.0,4,-1.0,5586.0,0.0,0.0,2019.0
74999.0,50000.0,4.0,4,-1.0,1127.0,0.0,0.0,2019.0
99999.0,75000.0,4.0,4,-1.0,352.0,0.0,0.0,2019.0
-1.0,100000.0,4.0,4,-1.0,886.0,0.0,0.0,2019.0
49999.0,0.0,4.0,4,-1.0,16063.0,1.0,1.0,2019.0
74999.0,50000.0,4.0,4,-1.0,12230.0,1.0,1.0,2019.0
99999.0,75000.0,4.0,4,-1.0,9116.0,1.0,1.0,2019.0
-1.0,100000.0,4.0,4,-1.0,29487.0,1.0,1.0,2019.0
49999.0,0.0,4.0,4,-1.0,7886.0,2.0,2.0,2019.0
74999.0,50000.0,4.0,4,-1.0,11843.0,2.0,2.0,2019.0
99999.0,75000.0,4.0,4,-1.0,17323.0,2.0,2.0,2019.0
-1.0,100000.0,4.0,4,-1.0,73788.0,2.0,2.0,2019.0
49999.0,0.0,4.0,4,-1.0,1131.0,3.0,3.0,2019.0
74999.0,50000.0,4.0,4,-1.0,1996.0,3.0,3.0,2019.0
99999.0,75000.0,4.0,4,-1.0,3733.0,3.0,3.0,2019.0
-1.0,100000.0,4.0,4,-1.0,20454.0,3.0,3.0,2019.0
49999.0,0.0,4.0,4,-1.0,10.0,-1.0,4.0,2019.0
74999.0,50000.0,4.0,4,-1.0,24.0,-1.0,4.0,2019.0
99999.0,75000.0,4.0,4,-1.0,174.0,-1.0,4.0,2019.0
-1.0,100000.0,4.0,4,-1.0,1590.0,-1.0,4.0,2019.0
49999.0,0.0,5.0,5,-1.0,3355.0,0.0,0.0,2019.0
74999.0,50000.0,5.0,5,-1.0,761.0,0.0,0.0,2019.0
99999.0,75000.0,5.0,5,-1.0,264.0,0.0,0.0,2019.0
-1.0,100000.0,5.0,5,-1.0,195.0,0.0,0.0,2019.0
49999.0,0.0,5.0,5,-1.0,8469.0,1.0,1.0,2019.0
74999.0,50000.0,5.0,5,-1.0,3741.0,1.0,1.0,2019.0
99999.0,75000.0,5.0,5,-1.0,5210.0,1.0,1.0,2019.0
-1.0,100000.0,5.0,5,-1.0,12351.0,1.0,1.0,2019.0
49999.0,0.0,5.0,5,-1.0,3376.0,2.0,2.0,2019.0
74999.0,50000.0,5.0,5,-1.0,7043.0,2.0,2.0,2019.0
99999.0,75000.0,5.0,5,-1.0,4922.0,2.0,2.0,2019.0
-1.0,100000.0,5.0,5,-1.0,24178.0,2.0,2.0,2019.0
49999.0,0.0,5.0,5,-1.0,635.0,3.0,3.0,2019.0
74999.0,50000.0,5.0,5,-1.0,1921.0,3.0,3.0,2019.0
99999.0,75000.0,5.0,5,-1.0,2459.0,3.0,3.0,2019.0
-1.0,100000.0,5.0,5,-1.0,9365.0,3.0,3.0,2019.0
49999.0,0.0,5.0,5,-1.0,9.0,-1.0,4.0,2019.0
74999.0,50000.0,5.0,5,-1.0,184.0,-1.0,4.0,2019.0
99999.0,75000.0,5.0,5,-1.0,165.0,-1.0,4.0,2019.0
-1.0,100000.0,5.0,5,-1.0,1109.0,-1.0,4.0,2019.0
49999.0,0.0,6.0,6,-1.0,1079.0,0.0,0.0,2019.0
74999.0,50000.0,6.0,6,-1.0,327.0,0.0,0.0,2019.0
99999.0,75000.0,6.0,6,-1.0,37.0,0.0,0.0,2019.0
-1.0,100000.0,6.0,6,-1.0,203.0,0.0,0.0,2019.0
49999.0,0.0,6.0,6,-1.0,2965.0,1.0,1.0,2019.0
74999.0,50000.0,6.0,6,-1.0,2076.0,1.0,1.0,2019.0
99999.0,75000.0,6.0,6,-1.0,1562.0,1.0,1.0,2019.0
-1.0,100000.0,6.0,6,-1.0,3767.0,1.0,1.0,2019.0
49999.0,0.0,6.0,6,-1.0,1737.0,2.0,2.0,2019.0
74999.0,50000.0,6.0,6,-1.0,2158.0,2.0,2.0,2019.0
99999.0,75000.0,6.0,6,-1.0,2620.0,2.0,2.0,2019.0
-1.0,100000.0,6.0,6,-1.0,8295.0,2.0,2.0,2019.0
49999.0,0.0,6.0,6,-1.0,272.0,3.0,3.0,2019.0
74999.0,50000.0,6.0,6,-1.0,491.0,3.0,3.0,2019.0
99999.0,75000.0,6.0,6,-1.0,1659.0,3.0,3.0,2019.0
-1.0,100000.0,6.0,6,-1.0,5052.0,3.0,3.0,2019.0
49999.0,0.0,6.0,6,-1.0,7.0,-1.0,4.0,2019.0
74999.0,50000.0,6.0,6,-1.0,130.0,-1.0,4.0,2019.0
99999.0,75000.0,6.0,6,-1.0,106.0,-1.0,4.0,2019.0
-1.0,100000.0,6.0,6,-1.0,1106.0,-1.0,4.0,2019.0
49999.0,0.0,-1.0,7,-1.0,238.0,0.0,0.0,2019.0
74999.0,50000.0,-1.0,7,-1.0,11.0,0.0,0.0,2019.0
99999.0,75000.0,-1.0,7,-1.0,6.0,0.0,0.0,2019.0
-1.0,100000.0,-1.0,7,-1.0,33.0,0.0,0.0,2019.0
49999.0,0.0,-1.0,7,-1.0,1839.0,1.0,1.0,2019.0
74999.0,50000.0,-1.0,7,-1.0,848.0,1.0,1.0,2019.0
99999.0,75000.0,-1.0,7,-1.0,946.0,1.0,1.0,2019.0
-1.0,100000.0,-1.0,7,-1.0,1215.0,1.0,1.0,2019.0
49999.0,0.0,-1.0,7,-1.0,4421.0,2.0,2.0,2019.0
74999.0,50000.0,-1.0,7,-1.0,2197.0,2.0,2.0,2019.0
99999.0,75000.0,-1.0,7,-1.0,664.0,2.0,2.0,2019.0
-1.0,100000.0,-1.0,7,-1.0,3052.0,2.0,2.0,2019.0
49999.0,0.0,-1.0,7,-1.0,508.0,3.0,3.0,2019.0
74999.0,50000.0,-1.0,7,-1.0,718.0,3.0,3.0,2019.0
99999.0,75000.0,-1.0,7,-1.0,1018.0,3.0,3.0,2019.0
-1.0,100000.0,-1.0,7,-1.0,3109.0,3.0,3.0,2019.0
49999.0,0.0,-1.0,7,-1.0,133.0,-1.0,4.0,2019.0
74999.0,50000.0,-1.0,7,-1.0,44.0,-1.0,4.0,2019.0
99999.0,75000.0,-1.0,7,-1.0,663.0,-1.0,4.0,2019.0
-1.0,100000.0,-1.0,7,-1.0,3130.0,-1.0,4.0,2019.0
49999.0,0.0,1.0,1,-1.0,160568.0,0.0,0.0,2021.0
74999.0,50000.0,1.0,1,-1.0,19987.0,0.0,0.0,2021.0
99999.0,75000.0,1.0,1,-1.0,7888.0,0.0,0.0,2021.0
-1.0,100000.0,1.0,1,-1.0,10797.0,0.0,0.0,2021.0
49999.0,0.0,1.0,1,-1.0,108069.0,1.0,1.0,2021.0
74999.0,50000.0,1.0,1,-1.0,66794.0,1.0,1.0,2021.0
99999.0,75000.0,1.0,1,-1.0,40454.0,1.0,1.0,2021.0
-1.0,100000.0,1.0,1,-1.0,64449.0,1.0,1.0,2021.0
49999.0,0.0,1.0,1,-1.0,0.0,2.0,2.0,2021.0
74999.0,50000.0,1.0,1,-1.0,0.0,2.0,2.0,2021.0
99999.0,75000.0,1.0,1,-1.0,0.0,2.0,2.0,2021.0
-1.0,100000.0,1.0,1,-1.0,0.0,2.0,2.0,2021.0
49999.0,0.0,1.0,1,-1.0,0.0,3.0,3.0,2021.0
74999.0,50000.0,1.0,1,-1.0,0.0,3.0,3.0,2021.0
99999.0,75000.0,1.0,1,-1.0,0.0,3.0,3.0,2021.0
-1.0,100000.0,1.0,1,-1.0,0.0,3.0,3.0,2021.0
49999.0,0.0,1.0,1,-1.0,0.0,-1.0,4.0,2021.0
74999.0,50000.0,1.0,1,-1.0,0.0,-1.0,4.0,2021.0
99999.0,75000.0,1.0,1,-1.0,0.0,-1.0,4.0,2021.0
-1.0,100000.0,1.0,1,-1.0,0.0,-1.0,4.0,2021.0
49999.0,0.0,2.0,2,-1.0,59875.0,0.0,0.0,2021.0
74999.0,50000.0,2.0,2,-1.0,31756.0,0.0,0.0,2021.0
99999.0,75000.0,2.0,2,-1.0,19976.0,0.0,0.0,2021.0
-1.0,100000.0,2.0,2,-1.0,32298.0,0.0,0.0,2021.0
49999.0,0.0,2.0,2,-1.0,44361.0,1.0,1.0,2021.0
74999.0,50000.0,2.0,2,-1.0,35652.0,1.0,1.0,2021.0
99999.0,75000.0,2.0,2,-1.0,27849.0,1.0,1.0,2021.0
-1.0,100000.0,2.0,2,-1.0,80463.0,1.0,1.0,2021.0
49999.0,0.0,2.0,2,-1.0,18331.0,2.0,2.0,2021.0
74999.0,50000.0,2.0,2,-1.0,30412.0,2.0,2.0,2021.0
99999.0,75000.0,2.0,2,-1.0,36880.0,2.0,2.0,2021.0
-1.0,100000.0,2.0,2,-1.0,147512.0,2.0,2.0,2021.0
49999.0,0.0,2.0,2,-1.0,0.0,3.0,3.0,2021.0
74999.0,50000.0,2.0,2,-1.0,0.0,3.0,3.0,2021.0
99999.0,75000.0,2.0,2,-1.0,0.0,3.0,3.0,2021.0
-1.0,100000.0,2.0,2,-1.0,0.0,3.0,3.0,2021.0
49999.0,0.0,2.0,2,-1.0,0.0,-1.0,4.0,2021.0
74999.0,50000.0,2.0,2,-1.0,0.0,-1.0,4.0,2021.0
99999.0,75000.0,2.0,2,-1.0,0.0,-1.0,4.0,2021.0
-1.0,100000.0,2.0,2,-1.0,0.0,-1.0,4.0,2021.0
49999.0,0.0,3.0,3,-1.0,10112.0,0.0,0.0,2021.0
74999.0,50000.0,3.0,3,-1.0,2785.0,0.0,0.0,2021.0
99999.0,75000.0,3.0,3,-1.0,1480.0,0.0,0.0,2021.0
-1.0,100000.0,3.0,3,-1.0,2691.0,0.0,0.0,2021.0
49999.0,0.0,3.0,3,-1.0,22243.0,1.0,1.0,2021.0
74999.0,50000.0,3.0,3,-1.0,17594.0,1.0,1.0,2021.0
99999.0,75000.0,3.0,3,-1.0,11461.0,1.0,1.0,2021.0
-1.0,100000.0,3.0,3,-1.0,34979.0,1.0,1.0,2021.0
49999.0,0.0,3.0,3,-1.0,7644.0,2.0,2.0,2021.0
74999.0,50000.0,3.0,3,-1.0,13634.0,2.0,2.0,2021.0
99999.0,75000.0,3.0,3,-1.0,16746.0,2.0,2.0,2021.0
-1.0,100000.0,3.0,3,-1.0,74188.0,2.0,2.0,2021.0
49999.0,0.0,3.0,3,-1.0,1563.0,3.0,3.0,2021.0
74999.0,50000.0,3.0,3,-1.0,4929.0,3.0,3.0,2021.0
99999.0,75000.0,3.0,3,-1.0,6470.0,3.0,3.0,2021.0
-1.0,100000.0,3.0,3,-1.0,33045.0,3.0,3.0,2021.0
49999.0,0.0,3.0,3,-1.0,0.0,-1.0,4.0,2021.0
74999.0,50000.0,3.0,3,-1.0,0.0,-1.0,4.0,2021.0
99999.0,75000.0,3.0,3,-1.0,0.0,-1.0,4.0,2021.0
-1.0,100000.0,3.0,3,-1.0,0.0,-1.0,4.0,2021.0
49999.0,0.0,4.0,4,-1.0,5747.0,0.0,0.0,2021.0
74999.0,50000.0,4.0,4,-1.0,1159.0,0.0,0.0,2021.0
99999.0,75000.0,4.0,4,-1.0,362.0,0.0,0.0,2021.0
-1.0,100000.0,4.0,4,-1.0,911.0,0.0,0.0,2021.0
49999.0,0.0,4.0,4,-1.0,16526.0,1.0,1.0,2021.0
74999.0,50000.0,4.0,4,-1.0,12583.0,1.0,1.0,2021.0
99999.0,75000.0,4.0,4,-1.0,9378.0,1.0,1.0,2021.0
-1.0,100000.0,4.0,4,-1.0,30336.0,1.0,1.0,2021.0
49999.0,0.0,4.0,4,-1.0,8113.0,2.0,2.0,2021.0
74999.0,50000.0,4.0,4,-1.0,12184.0,2.0,2.0,2021.0
99999.0,75000.0,4.0,4,-1.0,17821.0,2.0,2.0,2021.0
-1.0,100000.0,4.0,4,-1.0,75913.0,2.0,2.0,2021.0
49999.0,0.0,4.0,4,-1.0,1163.0,3.0,3.0,2021.0
74999.0,50000.0,4.0,4,-1.0,2054.0,3.0,3.0,2021.0
99999.0,75000.0,4.0,4,-1.0,3840.0,3.0,3.0,2021.0
-1.0,100000.0,4.0,4,-1.0,21044.0,3.0,3.0,2021.0
49999.0,0.0,4.0,4,-1.0,10.0,-1.0,4.0,2021.0
74999.0,50000.0,4.0,4,-1.0,25.0,-1.0,4.0,2021.0
99999.0,75000.0,4.0,4,-1.0,179.0,-1.0,4.0,2021.0
