home_based_status,sector_id,subreg_id,total_number_of_jobs,year
0.0,8.0,-1.0,47844.0,2021
0.0,8.0,-1.0,48673.0,2022
0.0,8.0,-1.0,49265.0,2023
0.0,8.0,-1.0,50025.0,2024
0.0,8.0,-1.0,51660.0,2026
0.0,8.0,-1.0,52614.0,2027
0.0,8.0,-1.0,53726.0,2028
0.0,8.0,-1.0,54815.0,2029
0.0,8.0,-1.0,57381.0,2031
0.0,8.0,-1.0,58824.0,2032
0.0,8.0,-1.0,60349.0,2033
0.0,8.0,-1.0,61972.0,2034
0.0,8.0,-1.0,65313.0,2036
0.0,8.0,-1.0,67193.0,2037
0.0,8.0,-1.0,69303.0,2038
0.0,8.0,-1.0,71452.0,2039
0.0,8.0,-1.0,75679.0,2041
0.0,8.0,-1.0,77882.0,2042
0.0,8.0,-1.0,80183.0,2043
0.0,8.0,-1.0,84940.0,2045
0.0,8.0,-1.0,87221.0,2046
0.0,8.0,-1.0,89519.0,2047
0.0,8.0,-1.0,91801.0,2048
0.0,8.0,-1.0,94070.0,2049
1.0,8.0,-1.0,2030.0,2018
1.0,8.0,-1.0,2083.0,2019
1.0,8.0,-1.0,2175.0,2021
1.0,8.0,-1.0,2212.0,2022
1.0,8.0,-1.0,2239.0,2023
1.0,8.0,-1.0,2274.0,2024
1.0,8.0,-1.0,2348.0,2026
1.0,8.0,-1.0,2391.0,2027
1.0,8.0,-1.0,2442.0,2028
1.0,8.0,-1.0,2491.0,2029
1.0,8.0,-1.0,2608.0,2031
1.0,8.0,-1.0,2674.0,2032
1.0,8.0,-1.0,2743.0,2033
1.0,8.0,-1.0,2817.0,2034
1.0,8.0,-1.0,2969.0,2036
1.0,8.0,-1.0,3054.0,2037
1.0,8.0,-1.0,3150.0,2038
1.0,8.0,-1.0,3248.0,2039
1.0,8.0,-1.0,3440.0,2041
1.0,8.0,-1.0,3540.0,2042
1.0,8.0,-1.0,3644.0,2043
1.0,8.0,-1.0,3861.0,2045
1.0,8.0,-1.0,3964.0,2046
1.0,8.0,-1.0,4069.0,2047
1.0,8.0,-1.0,4173.0,2048
1.0,8.0,-1.0,4276.0,2049
0.0,9.0,-1.0,250475.0,2018
0.0,9.0,-1.0,252491.0,2019
0.0,9.0,-1.0,256184.0,2021
0.0,9.0,-1.0,258078.0,2022
0.0,9.0,-1.0,259635.0,2023
0.0,9.0,-1.0,261061.0,2024
0.0,9.0,-1.0,264808.0,2026
0.0,9.0,-1.0,266545.0,2027
0.0,9.0,-1.0,268572.0,2028
0.0,9.0,-1.0,270790.0,2029
0.0,9.0,-1.0,275509.0,2031
0.0,9.0,-1.0,278282.0,2032
0.0,9.0,-1.0,281406.0,2033
0.0,9.0,-1.0,284826.0,2034
0.0,9.0,-1.0,292186.0,2036
0.0,9.0,-1.0,295735.0,2037
0.0,9.0,-1.0,299503.0,2038
0.0,9.0,-1.0,303604.0,2039
0.0,9.0,-1.0,312561.0,2041
0.0,9.0,-1.0,317101.0,2042
0.0,9.0,-1.0,321863.0,2043
0.0,9.0,-1.0,331445.0,2045
0.0,9.0,-1.0,336124.0,2046
0.0,9.0,-1.0,340412.0,2047
0.0,9.0,-1.0,344595.0,2048
0.0,9.0,-1.0,348590.0,2049
1.0,9.0,-1.0,11385.0,2018
1.0,9.0,-1.0,11476.0,2019
1.0,9.0,-1.0,11644.0,2021
1.0,9.0,-1.0,11730.0,2022
1.0,9.0,-1.0,11801.0,2023
1.0,9.0,-1.0,11866.0,2024
1.0,9.0,-1.0,12036.0,2026
1.0,9.0,-1.0,12115.0,2027
1.0,9.0,-1.0,12207.0,2028
1.0,9.0,-1.0,12308.0,2029
1.0,9.0,-1.0,12523.0,2031
1.0,9.0,-1.0,12649.0,2032
1.0,9.0,-1.0,12791.0,2033
1.0,9.0,-1.0,12946.0,2034
1.0,9.0,-1.0,13281.0,2036
1.0,9.0,-1.0,13442.0,2037
1.0,9.0,-1.0,13613.0,2038
1.0,9.0,-1.0,13800.0,2039
1.0,9.0,-1.0,14207.0,2041
1.0,9.0,-1.0,14413.0,2042
1.0,9.0,-1.0,14629.0,2043
1.0,9.0,-1.0,15065.0,2045
1.0,9.0,-1.0,15278.0,2046
1.0,9.0,-1.0,15473.0,2047
1.0,9.0,-1.0,15663.0,2048
1.0,9.0,-1.0,15844.0,2049
0.0,10.0,-1.0,168354.0,2018
0.0,10.0,-1.0,173360.0,2019
0.0,10.0,-1.0,182714.0,2021
0.0,10.0,-1.0,187401.0,2022
0.0,10.0,-1.0,191429.0,2023
0.0,10.0,-1.0,195491.0,2024
0.0,10.0,-1.0,203679.0,2026
0.0,10.0,-1.0,207641.0,2027
0.0,10.0,-1.0,211736.0,2028
0.0,10.0,-1.0,215615.0,2029
0.0,10.0,-1.0,223069.0,2031
0.0,10.0,-1.0,225980.0,2032
0.0,10.0,-1.0,228631.0,2033
0.0,10.0,-1.0,231367.0,2034
0.0,10.0,-1.0,237405.0,2036
0.0,10.0,-1.0,240670.0,2037
0.0,10.0,-1.0,243696.0,2038
0.0,10.0,-1.0,245819.0,2039
0.0,10.0,-1.0,249252.0,2041
0.0,10.0,-1.0,250951.0,2042
0.0,10.0,-1.0,252761.0,2043
0.0,10.0,-1.0,256329.0,2045
0.0,10.0,-1.0,257993.0,2046
0.0,10.0,-1.0,259460.0,2047
0.0,10.0,-1.0,260776.0,2048
0.0,10.0,-1.0,261950.0,2049
1.0,10.0,-1.0,4863.0,2018
1.0,10.0,-1.0,5008.0,2019
1.0,10.0,-1.0,5278.0,2021
1.0,10.0,-1.0,5413.0,2022
1.0,10.0,-1.0,5529.0,2023
1.0,10.0,-1.0,5647.0,2024
1.0,10.0,-1.0,5883.0,2026
1.0,10.0,-1.0,5998.0,2027
1.0,10.0,-1.0,6116.0,2028
1.0,10.0,-1.0,6228.0,2029
1.0,10.0,-1.0,6443.0,2031
1.0,10.0,-1.0,6528.0,2032
1.0,10.0,-1.0,6604.0,2033
1.0,10.0,-1.0,6683.0,2034
1.0,10.0,-1.0,6858.0,2036
1.0,10.0,-1.0,6952.0,2037
1.0,10.0,-1.0,7039.0,2038
1.0,10.0,-1.0,7101.0,2039
1.0,10.0,-1.0,7200.0,2041
1.0,10.0,-1.0,7249.0,2042
1.0,10.0,-1.0,7301.0,2043
1.0,10.0,-1.0,7404.0,2045
1.0,10.0,-1.0,7452.0,2046
1.0,10.0,-1.0,7495.0,2047
1.0,10.0,-1.0,7533.0,2048
1.0,10.0,-1.0,7566.0,2049
0.0,11.0,-1.0,157444.0,2018
0.0,11.0,-1.0,158963.0,2019
0.0,11.0,-1.0,161559.0,2021
0.0,11.0,-1.0,162667.0,2022
0.0,11.0,-1.0,163376.0,2023
0.0,11.0,-1.0,164158.0,2024
0.0,11.0,-1.0,166132.0,2026
0.0,11.0,-1.0,167213.0,2027
0.0,11.0,-1.0,168580.0,2028
0.0,11.0,-1.0,170002.0,2029
0.0,11.0,-1.0,173210.0,2031
0.0,11.0,-1.0,175006.0,2032
0.0,11.0,-1.0,176989.0,2033
0.0,11.0,-1.0,179122.0,2034
0.0,11.0,-1.0,183443.0,2036
0.0,11.0,-1.0,185750.0,2037
0.0,11.0,-1.0,188313.0,2038
0.0,11.0,-1.0,190850.0,2039
0.0,11.0,-1.0,196000.0,2041
0.0,11.0,-1.0,198635.0,2042
0.0,11.0,-1.0,201317.0,2043
0.0,11.0,-1.0,206626.0,2045
0.0,11.0,-1.0,209060.0,2046
0.0,11.0,-1.0,211439.0,2047
0.0,11.0,-1.0,213751.0,2048
0.0,11.0,-1.0,216026.0,2049
1.0,11.0,-1.0,10051.0,2018
1.0,11.0,-1.0,10148.0,2019
1.0,11.0,-1.0,10313.0,2021
1.0,11.0,-1.0,10384.0,2022
1.0,11.0,-1.0,10430.0,2023
1.0,11.0,-1.0,10479.0,2024
1.0,11.0,-1.0,10606.0,2026
1.0,11.0,-1.0,10675.0,2027
1.0,11.0,-1.0,10762.0,2028
1.0,11.0,-1.0,10853.0,2029
1.0,11.0,-1.0,11057.0,2031
1.0,11.0,-1.0,11172.0,2032
1.0,11.0,-1.0,11298.0,2033
1.0,11.0,-1.0,11435.0,2034
1.0,11.0,-1.0,11711.0,2036
1.0,11.0,-1.0,11858.0,2037
1.0,11.0,-1.0,12021.0,2038
1.0,11.0,-1.0,12183.0,2039
1.0,11.0,-1.0,12512.0,2041
1.0,11.0,-1.0,12680.0,2042
1.0,11.0,-1.0,12852.0,2043
1.0,11.0,-1.0,13191.0,2045
1.0,11.0,-1.0,13346.0,2046
1.0,11.0,-1.0,13498.0,2047
1.0,11.0,-1.0,13645.0,2048
1.0,11.0,-1.0,13791.0,2049
0.0,12.0,-1.0,168856.0,2018
0.0,12.0,-1.0,170617.0,2019
0.0,12.0,-1.0,172730.0,2021
0.0,12.0,-1.0,173906.0,2022
0.0,12.0,-1.0,174909.0,2023
0.0,12.0,-1.0,175451.0,2024
0.0,12.0,-1.0,177040.0,2026
0.0,12.0,-1.0,177576.0,2027
0.0,12.0,-1.0,178283.0,2028
0.0,12.0,-1.0,179124.0,2029
0.0,12.0,-1.0,180326.0,2031
0.0,12.0,-1.0,180956.0,2032
0.0,12.0,-1.0,181487.0,2033
0.0,12.0,-1.0,181923.0,2034
0.0,12.0,-1.0,182651.0,2036
0.0,12.0,-1.0,182890.0,2037
0.0,12.0,-1.0,183201.0,2038
0.0,12.0,-1.0,183429.0,2039
0.0,12.0,-1.0,183620.0,2041
0.0,12.0,-1.0,183607.0,2042
0.0,12.0,-1.0,183529.0,2043
0.0,12.0,-1.0,183194.0,2045
0.0,12.0,-1.0,182905.0,2046
0.0,12.0,-1.0,182560.0,2047
0.0,12.0,-1.0,182158.0,2048
0.0,12.0,-1.0,181725.0,2049
1.0,12.0,-1.0,8056.0,2018
1.0,12.0,-1.0,8140.0,2019
1.0,12.0,-1.0,8240.0,2021
1.0,12.0,-1.0,8297.0,2022
1.0,12.0,-1.0,8344.0,2023
1.0,12.0,-1.0,8370.0,2024
1.0,12.0,-1.0,8446.0,2026
1.0,12.0,-1.0,8472.0,2027
1.0,12.0,-1.0,8505.0,2028
1.0,12.0,-1.0,8546.0,2029
1.0,12.0,-1.0,8603.0,2031
1.0,12.0,-1.0,8633.0,2032
1.0,12.0,-1.0,8658.0,2033
1.0,12.0,-1.0,8679.0,2034
1.0,12.0,-1.0,8714.0,2036
1.0,12.0,-1.0,8725.0,2037
1.0,12.0,-1.0,8740.0,2038
1.0,12.0,-1.0,8751.0,2039
1.0,12.0,-1.0,8760.0,2041
1.0,12.0,-1.0,8759.0,2042
1.0,12.0,-1.0,8756.0,2043
1.0,12.0,-1.0,8740.0,2045
1.0,12.0,-1.0,8726.0,2046
1.0,12.0,-1.0,8709.0,2047
1.0,12.0,-1.0,8690.0,2048
1.0,12.0,-1.0,8670.0,2049
0.0,13.0,-1.0,136583.0,2018
0.0,13.0,-1.0,138102.0,2019
0.0,13.0,-1.0,140813.0,2021
0.0,13.0,-1.0,142441.0,2022
0.0,13.0,-1.0,144088.0,2023
0.0,13.0,-1.0,145562.0,2024
0.0,13.0,-1.0,148806.0,2026
0.0,13.0,-1.0,150351.0,2027
0.0,13.0,-1.0,151985.0,2028
0.0,13.0,-1.0,153726.0,2029
0.0,13.0,-1.0,157122.0,2031
0.0,13.0,-1.0,158850.0,2032
0.0,13.0,-1.0,160490.0,2033
0.0,13.0,-1.0,162115.0,2034
0.0,13.0,-1.0,165573.0,2036
0.0,13.0,-1.0,167415.0,2037
0.0,13.0,-1.0,169306.0,2038
0.0,13.0,-1.0,171065.0,2039
0.0,13.0,-1.0,174311.0,2041
0.0,13.0,-1.0,175947.0,2042
0.0,13.0,-1.0,177597.0,2043
0.0,13.0,-1.0,180969.0,2045
0.0,13.0,-1.0,182665.0,2046
0.0,13.0,-1.0,184385.0,2047
0.0,13.0,-1.0,186080.0,2048
0.0,13.0,-1.0,187783.0,2049
1.0,13.0,-1.0,6208.0,2018
1.0,13.0,-1.0,6277.0,2019
1.0,13.0,-1.0,6400.0,2021
1.0,13.0,-1.0,6474.0,2022
1.0,13.0,-1.0,6549.0,2023
1.0,13.0,-1.0,6616.0,2024
1.0,13.0,-1.0,6764.0,2026
1.0,13.0,-1.0,6834.0,2027
1.0,13.0,-1.0,6908.0,2028
1.0,13.0,-1.0,6987.0,2029
1.0,13.0,-1.0,7142.0,2031
1.0,13.0,-1.0,7220.0,2032
1.0,13.0,-1.0,7295.0,2033
1.0,13.0,-1.0,7368.0,2034
1.0,13.0,-1.0,7526.0,2036
1.0,13.0,-1.0,7609.0,2037
1.0,13.0,-1.0,7695.0,2038
1.0,13.0,-1.0,7775.0,2039
1.0,13.0,-1.0,7923.0,2041
1.0,13.0,-1.0,7997.0,2042
1.0,13.0,-1.0,8072.0,2043
1.0,13.0,-1.0,8225.0,2045
1.0,13.0,-1.0,8303.0,2046
1.0,13.0,-1.0,8381.0,2047
1.0,13.0,-1.0,8458.0,2048
1.0,13.0,-1.0,8535.0,2049
-1.0,-1.0,1.0,42405.0,2020
-1.0,-1.0,1.0,43986.0,2025
-1.0,-1.0,1.0,45567.0,2030
-1.0,-1.0,1.0,47148.0,2035
-1.0,-1.0,1.0,48729.0,2040
-1.0,-1.0,1.0,49994.0,2044
-1.0,-1.0,1.0,51891.0,2050
-1.0,-1.0,2.0,112371.0,2020
-1.0,-1.0,2.0,115647.0,2025
-1.0,-1.0,2.0,118924.0,2030
-1.0,-1.0,2.0,122200.0,2035
-1.0,-1.0,2.0,125476.0,2040
-1.0,-1.0,2.0,128097.0,2044
-1.0,-1.0,2.0,132029.0,2050
-1.0,-1.0,3.0,27161.0,2020
-1.0,-1.0,3.0,29024.0,2025
-1.0,-1.0,3.0,30888.0,2030
-1.0,-1.0,3.0,32751.0,2035
-1.0,-1.0,3.0,34614.0,2040
-1.0,-1.0,3.0,36105.0,2044
-1.0,-1.0,3.0,38341.0,2050
-1.0,-1.0,4.0,12720.0,2020
-1.0,-1.0,4.0,13628.0,2025
-1.0,-1.0,4.0,14536.0,2030
-1.0,-1.0,4.0,15444.0,2035
-1.0,-1.0,4.0,16351.0,2040
-1.0,-1.0,4.0,17078.0,2044
-1.0,-1.0,4.0,18167.0,2050
-1.0,-1.0,5.0,7646.0,2020
-1.0,-1.0,5.0,7752.0,2025
-1.0,-1.0,5.0,7857.0,2030
-1.0,-1.0,5.0,7963.0,2035
-1.0,-1.0,5.0,8069.0,2040
-1.0,-1.0,5.0,8153.0,2044
-1.0,-1.0,5.0,8280.0,2050
-1.0,-1.0,6.0,19849.0,2020
-1.0,-1.0,6.0,20292.0,2025
-1.0,-1.0,6.0,20736.0,2030
-1.0,-1.0,6.0,21180.0,2035
